,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145
574,구상,의루,눈물,일,눈물,일,지금,언덕,우의,이름,업,무덤,속,바라다보,욤,업,눈물,흘리,눈물,일,눈물,일,다아,아실,그곳,유음,젓,먹이,튼,가연,젊,과거,스럽,쓴,창,백,얼굴,임종,참아,볼,수,업,모습,대로,그대로,저녁,비,부슬부슬,한울,쳐다보,가루,누어,눈물,일,눈물,일,지금,그것,바라다보,서성대,히,울,무,틴,과거,냐고,생각,못,울,안코,슬,수업,지금,마음,기지,바라보,슴,튼,애처럽,슬픈,그것,일,지금,확실히,울,눈물,일,눈물,일,밝,새벽,태양,기,둘르,그런,언덕,우,바라보,바라,볼스,록,눈물,욤,업,눈물,흘러온다,개벽,17,1921,11,134,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
575,구성동,골,작,흔히,유성,묻힌다,황혼,누,뤼,소란히,싸,히,기,꽃,귀향,사,곳,절터,드,랬,바람,히,않,산,그림자,설핏,사슴,일어나,넘어간다,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
576,구원,바람,자니,우주,잠,다달이,안,뜨,별,꿈,인생,기식,삶,문,닫,듯,묵묵,적막,잡힌,중,산,넘,물,건너,별,더듬,내,맘,길,어둠,덩굴,헤치,헤쳐,곳,산,물,하늘,별,달,지의,모든,무리,꿈,삶,아닌,내,맘,길,요함,타,솟,맘,인간고,쓰린,상자,안,부딪친,맘,11,월,일,안림,박금조,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
577,구월,십,팔,일,재주,찬바람,놉,흔,하늘,슬몃,이온,한가,을기,럭,긔,평강,가문,인가제,트,기,오늘,밧,븜은,눈,녁여,보여라,손벽,모아들,동,녁하늘,절,할사,앗기,수,고지,새벽,새벽,넘어진,나라,기동,싸,혀,그지,업,다네,판문점,그러,터니,모스크바,저러,할,사북,경,평화,공세,뉴욕,에선,세계,휘둘러,보,기,눈,밧,버,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
578,구월,구,일,야행,기차,상경,천,캄캄,길,갑갑,뉘,가마,서진,길,다리,재,밧,치,마을,집,눈,압,헤,안,보임,작히,다행,리오,불타,므러져,등걸,남,서울,반가움,조곰,덜리,남산,품안,안,십,써,비스,소리,라운,드리,커단,간판,슈,줄,다름,질,양마,누라,억,개,바람,움직임,서울산,십,한나절,초토,우,참새,재,거림,낫,알,업,한들,이러,케도,업,느냐고,세상,주저,할,시,분명,거다,한두,집,걸,럼,걸,럼,다방,흔,그러,케,손,슬,삷,혀,보매,교의,안,진이,유엔,색시,복색,흔,사람,가로,세,로프,달려,이러,케,물자,소모,저러,정력,허비,전쟁,후방,양태,이러,케도,보여라,문헌,흔,액회,역사,닑엇것만이보담,더한,적,아마,업,섯,스,련,거리,헌,책,가게,눈물지,보,괘라,날새,배,우개,모든,발,엿,해동갑,사방
579,구월산,길,짐,해,질,머,신,갓,쓴,샌님,뒤,르고,다달,은호,탄자,겅씌운,가마,속,구월,털배자,입,색시,안자,볼,붉,사과,알,울,넘,그득,커,늘,발,벗,방머리,지나,멈추,고서,이윽히,데미,보,손,라낫,밧,일,트레머리,어미,갓난이,우는소리,바람결,들리,다감,손,멈추,집,바라보,일,구,칠,년,조선문,단일,월호,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
580,구작,삼,편,아모,가진,업소,칼,륙,혈포,무서움,업,철장,갓,흔,형세,읏지못하네우리는올흔것짐을지고큰길을,가난,일세,아모,지닌,업소,비수,화약,두려움,업,면류관,힘,읏지못하네우리는올흔것광이,삼,큰,길,다사리,난,일세,아모,물건,업소,돌,몽둥이,겁,세사,갓,흔,재물,노도,읏지못하네우리는올흔것칼해집고큰길을직혀보난,일세,말,하난,일,조곰,틀,님,업,도록,몽매,마음,두,힘쓰,말,조,흐,함박,갓,흐,나일,흉해,흰,쌀알,갓,눈,비움,도조,흐,나배,불,조희,자유,곳,날,올,흔이,올,흔,일,거룩,힘,깁,큰,연못,거침,업,시,넓,긴,저공,중,갓,히,노,도록,합시다,일,구,구,년,사월,소년,년,제사,권,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
581,구천동,숫,장사,외로운,별,외로운,별,질,박이,천,마령,놉,흔,재,이슬,찬,밤,넘,으려,노,욱,진,숩,속,부,헝,소리,마자,처량,밤,무겁,짐,진,몸,넘,으려,노구,천동,숫,장사,날,십,장,곰,저서,백리,길,걸으면,산막,직히,외로운,처자,굶기,된다니,가엽,구,천동,숫,장사,눈,날이,겨울,재,넘,넘,엇,넘,렴으나,넘,렴으나,생전,넘,으렴,나넘,죽,렴으나,트럭,돌,채여,방울,두,방울,흘,피,재,길,억만,번,물들여,준대도,막,치,밧,울,줄,없,알앙곳,업,신세,가엽,구천동,숫,장사,기달,몸,어서,넘,으렴,나부,헝,소리,그치,기,전,별,살,기,전,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
582,구화,행말,간,손수건,흔들,산,자꼬,자꼬,앞,물러가,내,건너,고개,넘,초조,희망,두어,린아,히,걸음,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
583,국가,삼종,겨레,일어나,나라,일,나서,작,힘,모여,커지,어렵,안,일,업,줄,믿,으라,미발표,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
584,국가,이종,기일,무궁화,고운,동산,비단,국토,창조,새,꽃송이,연달,피,나와,청춘,빛,넘쳐,그득,할,시,기이,인간,바로잡,큰,소임,짊어지,거룩,목표,보,곧은길,걷,등불,놉,히,세계,비춰,주,어라,기,삼,뭉치,아우르,나라,영원,살림,지켜,늘여,빛내,어서,겨레,단단,힘,만국,알,합시다,미발표,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
585,국가,일종,기일,동해,돋,해,백두산,떠받들,나날이,새,영광,황금관,드리,곳,천하,우러러,보,조선,노니,기이,랠,사문화,내력,놀라,울사,창조,솜씨,진리,닫,문,이엄이엄,열,내,인류,빛나,진보,힘,입,기,삼,불,뉘,큰,두렷,이루,맑,피,시원,생명,춤,추,뜀,뛰,씩씩,역사,걸음,점점,힘,차,느,미발표,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
586,국경,밤,엊그제,호지,에선,비적,났,먼,개,불안스레,짖,밤,름한,방안,사모,바를,끊,소리,화롯가,높,잠,머얼,재도,장난,할,수,없,마음,온,밤,사모바르,물,연기,응시,독수리,인생,풀,보,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
587,국민,방위군,사건,오월,십,삼,일,명사형,집행,심상,형벌,밧,수,업,슬,가역사,시업,슬,죄,저질러도,그나마,그믈,항상,송사리,미발표,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
588,국어,비애,젖꼭지,물,배워,평생,써온,어머니,말,타,몹쓸,사람,억지,억,통변,대야,할,말,새로,쓰,사람,죽젓개,진창만창,만들,내놓,분개,뜻,표,못,볼,랐다이국민국어,사랑,안다는,말,리오,딴자,랑,없,말,곱,얏,손,내,뺨치,무리,생길,뜻,했,으리,남이,일,이리,원통,리오,미발표,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
589,국제,련,맹,멫,나라,질식,손,맞,고서,일,홈,국제,련,맹,손가락,빠,나갔,일본,이란,나갔,독일,란,질식,먹먹,했다,드러,간,노국,빨간,손,나간,친구,대신,절교,벗,부름,바람,분다,풍,풍,불,한다마는,묶,손,여전,히,정적,딤,평화,말,입,함구,군축,잠,고대,연맹,란,미명,오즉,잔,두,모임,멫,나라,손,맞,고서,스사로,질식,로되,일,홈,국제,련,맹,출전,바다,묘망,시인,춘,추사,1938,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
590,국토,방위대,백두산,팔,동해,당겨,세계,대한민국,두렷이,충량,대국민,밧,위,영광,점점,크,반만년,역사,대륙,모진,바람,휩쓰,불,바다,놉,흔무,놀,용춤,춰,이나라,이강산,이업,다언,제고,철통,튼,방위,웅,세,읏슥한,시위,쇠,억,개,무거워,못할,짐,업,나불,쥔,금강석,주목,천하,배격,못,할,대적,뉘,냐,북방,붉,곰,남,해,악어,탄발,력,삼,천만,굿,뭉친,한덩,이불,덤비,모든,태워,업,새리,미발표,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
591,국풍,일수,바다,크,마,대기,권,잔,삼,속,코,보,못하,리라,우주,큰,행세,못,기,내나,일반,일,구,구,년,구월,소년,년,팔,권,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
592,국화,떨기,무궁화,담,밖에,느,탐내,꺾,어떠,꺾,은들,무궁무진,피나,가지,흰,무궁화,가지,붉,빛,두,가지,곱,피,맘속,꽂,꿈,엔들,잊,으리까,죽,은들,잊,으리까,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
593,국화,찬선,비,졸,부,추구월,늦,어라,뜰,앞,타타,황금,엄청나,않,냐,밥,않,먹,배,곺을줄,으리,진황,화위,연명,가릴,적,옛날,일,사,피,거니,말,거니,묻,없,을시고,동리,한참,총국,너무,빛,없,천연,코,순수,기,황국,더울,뉘,냐,취양,비조,홍설,백,가지,가지,빛,모양,시인,호사,장난,리요,일,구,사,년,십이월,십,삼,일,자유,신문,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
594,국화,맵,씨,향기,봄빛,속,섞인,모자랄,아무것,없,건마는,겸손히,오늘,와서,홀로,피,고녀,봄바람,여름,장마,차례차례,물리치,가을,이영화,그루,맺혔,거늘,지난,날,싸운,자취,묻,가일년,모든,번,화,아낌없이,남,맡기,허술,울타리,밑,귀통,땅,탁,찬,서리,겁,없,서슬,눈,띄우,않,일,구,육,년,십일월,공,일,한국일보,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
595,국화,들녘,경사진,언덕,없,든들,가을,적적,했,으라,아무,여왕,부르,않,봄,화려,동산,사양,이름,모를,풀,틈,섞여,외로운,절기,홀로,지키,빈,새악시,여가,꽃,부드러운,마음,사랑,스러워,거친,들녘,함,브,두,싶,않,아름,고이,꺾,안,돌아와,책상,위,화,병,옮겨,놓,거기,맘대로,화창,빌,보,생기,나날이,잃,버리,웃음,거둔,내,얼굴,수그러져,빛나,모양,잎,두,잎,병들,는구나,아침,병,넘,부,주,맑,물,들녘,방울,이슬,못하,끝내,거친,들녘,정든,흙냄새,속,맘대로,퍼지,멋대로,자랐어야,할,뉘우침,떨리,미련,손,시들,마른,다시,안,높,하늘,시원,언덕,아래,묻,주,나왔,들국화,푸른,천정,포근,방석,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
596,김창,술,저녁놀,빗,처,물,결의,힘,힘,가슴,속,바다,갓,바다,물결치,바다,수업,장사배,붉,물,결,우,해,닝,글,닝,글,해,벌서,기울,온갓,푸,발길,밧,부게,선창,우로,선창,우로,일,흠,몰,온갓,옷감,냐,기름,냐,억,개,우로,의의,앗기,다름,업,시,움직이,마음속,항상,젊,생각,물,결친,다선,부여,바다,가티,굿,센,동무,순간,루기,앗기,나니,알,젊은,몃,천,퍼센트,고녀,바다,우,배의,미,드라,밋,차즘,차즘,건설,할가,처럼,밀려온다,새,빗,가슴,새로운,바다,가티,길이길이,건설,배,저어,가세,조선일보,1927,5,20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
597,굳어진,그림자,새벽,곳,서울,중앙,눈,쌓인,히,푸른,밤,거리,쪼,달,산,넘,천지,고요,나무,덩치,런가,굳어진,그림자,최후,일,순전,도생,드,거운,애착,땅,전폭,노려보,스리,악물,눈감,말,노니,십,장,생,길,행복,스러우,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
598,굴,둑,노래,맑,하늘,새,님,신,길,사랑,아츰,별,밀물,짓,에트나,오만,포,미웁,도록,아름,져,오르,흑연,현대인,뜨거운,욕,로다,자지,진,로맨스,애무,아직,나래,밑,그리워,창백,꿈,신부,골방,보낼,냐,어깨,뻣,노호,기중기,팔,켜,층,물,뜯,나니,히말라야,추로,가로,막,암벽,심장,화살,장철,우,메,나려,승리,작열,별,찬란,동모,위대,손가락,깡깡이,낡,줄,골라,쓰,천공기,한창,야생,적,풍악,철강,우,벌려,보,자오,우뢰,물결,포효,지심,끓,창조,환희,마츰,넘치,노니,씸,멜로디,흥분,호박,빛,세포,세포,화려,향연,열,않,느,냐,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
